# Popular given names and their frequencies of Korean people
# retrieved November 28 2023
# from https://koreanname.me/
# original data from https://efamily.scourt.go.kr/
# filtered, [COUNT] >= 100
#
# data format:  [GIVEN NAME],[COUNT],[SEX]
#
# Each line shows [COUNT] [SEX] babies were born in Korea
#   from 2008 to 2023 who have given name of [GIVEN NAME].
#
# This collection does not reflect actual statistics of all Korean people.
# This is biased information to that age group.
#
#   sum of female babies = 2,891,427
#   sum of male babies = 2,971,409
#   sex ratio of male/female = 1.028
#

미성,179,female
아임,179,female
강은,179,female
보림,178,female
래인,178,female
하봄,177,female
미리,176,female
경림,176,female
재민,176,female
해수,176,female
주,176,female
혜교,175,female
예다,174,female
클로이,174,female
선정,174,female
윤민,174,female
동주,173,female
이령,173,female
라빈,173,female
기연,173,female
진선,173,female
유채,173,female
영경,173,female
시예,172,female
혜란,172,female
유엘,171,female
휘서,171,female
서호,171,female
효윤,171,female
유슬,171,female
미란,171,female
단영,170,female
이빈,170,female
문주,170,female
채미,170,female
희민,170,female
차은,169,female
다임,169,female
주애,169,female
예별,168,female
라이,168,female
승이,168,female
송윤,168,female
해령,168,female
단미,168,female
지성,168,female
초롱,167,female
수이,167,female
보담,167,female
가비,167,female
다울,167,female
원정,167,female
문경,165,female
윤수,165,female
새하,165,female
정우,165,female
정혜,165,female
다린,165,female
경현,164,female
태미,164,female
선재,164,female
은새,164,female
나인,164,female
현유,163,female
영빈,163,female
에린,163,female
단이,163,female
로윤,162,female
찬비,162,female
마음,161,female
인희,161,female
경화,161,female
의정,161,female
유람,161,female
태라,161,female
엘린,161,female
희온,160,female
로미,159,female
푸른,159,female
재현,159,female
원경,158,female
혜아,158,female
해밀,158,female
하희,157,female
현빈,157,female
자민,157,female
선예,157,female
영진,155,female
인선,155,female
원지,155,female
주향,155,female
민수,155,female
현솔,154,female
레,154,female
윤소,153,female
그림,153,female
나언,153,female
라헬,153,female
소휘,152,female
가혜,152,female
도율,152,female
경주,151,female
송주,151,female
영희,151,female
새벽,150,female
미령,150,female
나운,150,female
아온,150,female
수혜,150,female
인지,150,female
희아,149,female
태령,149,female
열음,149,female
나우,149,female
정효,149,female
하예,148,female
소언,148,female
민승,148,female
송민,147,female
은담,147,female
명은,147,female
보예,147,female
명희,147,female
아엘,146,female
예란,145,female
해정,145,female
태유,145,female
화정,145,female
늘,144,female
혜윰,144,female
희현,143,female
사나,143,female
신유,143,female
영원,142,female
다안,142,female
리라,142,female
성혜,142,female
한음,142,female
한설,141,female
래나,141,female
수원,140,female
재하,140,female
영화,140,female
현송,140,female
해봄,140,female
두나,139,female
신애,139,female
선진,139,female
라혜,138,female
재니,138,female
예강,138,female
혜현,138,female
이루,137,female
한봄,136,female
레이나,136,female
희라,136,female
유송,135,female
그레이스,135,female
성령,135,female
인화,135,female
규진,135,female
가이,135,female
루안,135,female
유설,134,female
다하,134,female
신아,134,female
여린,134,female
별아,134,female
경연,133,female
라예,133,female
미아,133,female
기은,133,female
화진,133,female
미혜,132,female
희망,132,female
교빈,132,female
라하,132,female
영민,132,female
아루,131,female
문영,131,female
호경,130,female
애진,130,female
나,129,female
효나,129,female
태양,129,female
이,128,female
아경,128,female
향기,128,female
은겸,128,female
라라,128,female
라미,128,female
주민,128,female
이윤,127,female
민이,127,female
리애,127,female
민제,127,female
보희,127,female
설이,126,female
서예,126,female
은해,126,female
설연,126,female
엠마,126,female
미화,126,female
인주,126,female
혜라,126,female
승언,126,female
효령,126,female
승채,126,female
하송,125,female
화음,125,female
인우,125,female
서효,123,female
서언,123,female
윤송,123,female
류아,123,female
담은,123,female
채진,123,female
다언,123,female
그루,123,female
재빈,122,female
나형,122,female
지승,122,female
아로,122,female
장미,122,female
규영,122,female
여림,122,female
한주,122,female
우현,122,female
여주,121,female
나임,121,female
재령,121,female
현화,121,female
채서,121,female
서로,121,female
애림,121,female
해니,121,female
로나,121,female
단유,120,female
이선,120,female
서화,120,female
재서,120,female
남주,120,female
호윤,119,female
맑음,119,female
은오,119,female
서담,119,female
수리,119,female
화윤,119,female
해미,118,female
엘림,118,female
준,118,female
송원,117,female
하,117,female
새미,117,female
미루,117,female
지담,117,female
경윤,117,female
수향,117,female
다움,117,female
제연,117,female
류경,116,female
희림,116,female
근혜,116,female
은애,116,female
규랑,116,female
하미,115,female
아솔,115,female
열매,115,female
을,115,female
민형,115,female
나진,114,female
혜련,114,female
미림,114,female
초하,114,female
희승,113,female
남경,113,female
들,113,female
정언,113,female
소람,112,female
수비,112,female
유인,111,female
민별,111,female
새온,111,female
우인,111,female
희령,111,female
별희,111,female
로빈,111,female
민효,110,female
선후,110,female
진리,110,female
미향,110,female
이율,109,female
설윤,109,female
려진,108,female
경린,108,female
서,108,female
주화,108,female
지홍,108,female
효현,108,female
로지,107,female
하슬,107,female
보혜,107,female
리지,107,female
채니,107,female
휘연,107,female
수완,107,female
미수,106,female
유신,106,female
신희,106,female
민화,105,female
마린,105,female
소형,104,female
산들,104,female
규현,104,female
동화,104,female
림,104,female
민율,104,female
희성,104,female
민조,104,female
은기,104,female
기령,104,female
명빈,103,female
규담,103,female
현우,103,female
윤조,103,female
경,103,female
리영,103,female
이유,103,female
제윤,102,female
은이,102,female
주나,102,female
승화,102,female
유수,102,female
해아,102,female
시향,102,female
송미,102,female
가형,102,female
나봄,101,female
솔리,101,female
미,101,female
